,PMCIDS,keywords,TPS_match,TPS._match
315,PMC5641392,"Metabolites', 'Maize (Zea mays L.)', 'Rhopalosiphum padi', 'Alternative splicing', 'Transcriptome', 'Benzoxazinoid'","(TPSs)', 'TPS', '(TPS1', 'TPS', 'TPS8', 'TPS10', 'TPS2', 'TPS3', 'TPS', 'TPS2,', 'TPS3,', 'TPS7,', 'TPS8,', 'TPS10)', 'TPS2,', 'TPS3,', 'TPS8,', 'TPS10', 'TPS7', 'TPS7', 'TPS8', 'TPS7', 'TPS10'",
316,PMC2760585,NaN,"(TPS)', 'TPS'",
317,PMC4962059,NaN,"(TPS)', 'TPS'",
318,PMC3488047,NaN,,
319,PMC7794574,NaN,"TPS', 'TPS,', 'TPS-b', 'TPS', 'TPS', 'PeTPSs', 'TPS-a', 'TPS-b', 'TPS-f', 'TPS', 'PeTPS2/3/4/24'",
320,PMC6679452,"Sesquiterpenes', 'Transcriptome', 'Cymbidium goeringii', 'Rna-seq', 'Floral Scent'","(TPS)', 'TPS', 'TPS', 'TPS', 'TPSs.', 'TPSs', 'TPS-a,', 'TPS-b,', 'TPS-e/f', 'TPS-a', 'TPS-a', 'STPSs', 'CgTPS7'",
321,PMC3295389,NaN,"TPS-g', 'TPS', 'TPS-g', 'TPS-g', 'sesqui-TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-g', 'TPS-g', 'TPS-b', 'TPS-d'",
322,PMC5785346,"Vitis vinifera', 'Sesquiterpenes', 'host selection', 'Lobesia Botrana', '(E)-Î_-caryophyllene', '(E)-Î_-farnesene'","TPS', 'TPS'",
323,PMC6717049,NaN,,
324,PMC4506461,NaN,"TPS03', 'TPS04', 'TPS03', 'TPS04', 'TPS03', 'TPS04', 'TPS03', 'TPS04', 'TPS03', 'TPS04', 'TPS03', 'TPS04', 'TPS03', 'TPS04', 'TPS03', 'TPS04,', 'TPS03', 'TPS04.'",
325,PMC3121459,NaN,,
326,PMC8318827,"Rehmannia glutinosa', 'Medicinal plant', 'Genome evolution', 'Oxford Nanopore Technology', 'Genome sequence'","(TPS)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-a', 'TPS-b', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS,'",
327,PMC6287202,"Climate change', 'Root Herbivore', 'Oak Provenance', 'Terpene Synthase (Tps) Gene', 'Root Volatile'","TPS', 'TPS1)', 'TPS12', 'TPS', 'TPS', 'TPS', 'TPS1,', 'TPS6,', 'TPS12', 'TPS1', 'TPS7', 'TPS6,', 'TPS12', 'TPS13', 'TPS1,', 'TPS6', 'TPS12'",
328,PMC7826640,"Stress physiology', 'GC-MS', 'Antibacterial', 'Lycophyte', 'Smmtpsls'","SmMTPSLs', 'SmMTPSL', 'SmMTPSL5,', 'SmMTPSL', 'SmMTPSL', 'SmMTPSL', 'SmMTPSL', 'TPSs', 'SmMTPSLs', 'TPSs.', 'SmMTPSL', 'SmMTPSLs', 'SmMTPSLs', 'SmMTPSL', 'SmMTPSLs', 'SmMTPSLs,', 'SmMTPSL', 'SmMTPSLs', 'SmMTPSL19', 'SmMTPSLs', 'TPSs', 'SmMTPSLs', 'MTPSLs', 'TPSs', 'TPSs', 'MTPSLs', 'MTPSLs', 'MTPSLs', 'MTPSLs', 'MTPSLs', 'TPSs', 'TPSs', 'SmMTPSLs', 'MTPSLs,', 'DbTPSL,', 'CpTPSL,', 'MplTPSL,', 'AcTPSL', 'SmMTPSLs', 'MTPSLs', 'SmMTPSLs', 'TPSs', 'SmMTPSLs', 'SmMTPSLs,', 'SmMTPSL', 'SmMTPSLs', 'SmMTPSs', 'SmMTPSL5,', 'SmMTPSL19,', 'SmMTPSL33', 'SmMTPSL15', 'SmMTPSLs', 'SmMTPSL23', 'SmMTPSL37', 'SmMTPSL46', 'SmMTPSL47', 'SmMTPSs', 'SmMTPSL5', 'SmMTPSL33.', 'SmMTPSL15', 'SmMTPSL19', 'SmMTPSL23', 'SmMTPSL37.', 'SmMTPSL46', 'SmMTPSL47', 'SmMTPSL', 'TPS', 'SmMTPSL', 'SmMTPSL23,', 'SmMTPSL', 'SmMTPSL', 'SmMTPSL23', 'SmMTPSL33', 'SmMTPSL37,', 'SmMTPSL23', 'SmMTPSL33', 'SmMTPSL37', 'SmMTPSL23', 'SmMTPSL33', 'SmMTPSL37,', 'SmMTPSL23', 'SmMTPSL33', 'SmMTPSL37', 'SmMTPSLs', 'SmMTPSLs', '(SmMTPSL23,', 'SmMTPSLs', '(SmMTPSL23,', 'SmMTPSLs', 'SmMTPSLs'",
329,PMC6110934,"Hordeum vulgare', 'Maize (Zea mays L.)', 'Tetranychus urticae', 'Herbivore', 'Hdmboa', 'Spider Mite', 'Benzoxazinoid', 'Oligonychus Pratensis'","TPS)', 'TPS10,', 'TPS2,', 'TPS3', 'TPS', 'TPS', 'TPS2', 'TPS10', 'TPS2,'",
330,PMC8110574,NaN,"TPS-a', 'TPS-b1', '(TPS-a)'",
331,PMC2705607,NaN,,
332,PMC8417289,NaN,"(TPSs)', '(TPSs).', 'TPS', 'TPS_0001', 'TPS_0011', 'TPS', '(TPS_0001)', '(TPS_0011)', 'TPSs', 'TPSs'",
333,PMC6131416,"Disease resistance', 'Oryza sativa', 'Limonene Synthase'","OsTPS19', 'OsTPS19â€êrelated', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS20,', 'OsTPS20', 'OsTPS19', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS20', 'OsTPS19,', 'OsTPS20', 'OsTPS19', 'OsTPS20', 'OsTPS19,', 'OsTPS20', 'OsTPS19', 'OsTPS20,', 'OsTPS19', 'OsTPS19', 'OsTPS20.', 'OsTPS19)', 'OsTPS19', 'OsTPS20.', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS20', 'OsTPS20', 'OsTPS19', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS20,', 'OsTPS19', 'OsTPS19,', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS19.', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS19', 'CaMV35S:OsTPS19â€êGFP).', 'CaMV35S:OsTPS19â€êGFP', 'OsTPS19â€êGFP', 'OsTPS19â€êGFP', 'OsTPS19â€êGFP', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS20,', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS20', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS19', 'OsTPS', 'OsTPS19', 'OsTPS19'",
334,PMC4737078,"Vitis vinifera', 'Grapevine', 'Cytochrome p450', 'Wine.', 'Rotundone', 'Guaiene', 'Sesquiterpene Oxidase'",,
335,PMC3001579,NaN,,
336,PMC5848467,"Tripterygium wilfordii', 'RNA interference', 'Triptolide', 'Miltiradiene', 'Diterpene Synthase'",,
337,PMC6850102,"Neighbourhood Effects', 'Sesquiterpene Synthase', 'Associational Effects'","TPSs', 'CsTPS4', 'CsTPS5,', 'TPSs', 'CsTPS4', 'CsTPS5', 'CsTPS1', 'CsTPS1,', 'CsTPS1.', 'CsTPS1', 'TPS', 'TPSs', '(CsTPSs,', 'CsTPS2', 'CsTPS3,', 'TPSs', 'CsTPS', 'CsTPS1,', 'CsTPS4,', 'CsTPS5,', 'CsTPS7,', 'CsTPS8', 'CsTPS6', 'CsTPS1', 'CsTPS4', 'CsTPS5', 'CsTPS1,', 'CsTPS4,', 'CsTPS5', 'CsTPS4', 'CsTPS5', 'CsTPS7', 'CsTPS8'",
338,PMC6140472,"Hemiptera', 'Pentatomidae', 'Terpene synthase', 'aggregation pheromone', 'Harlequin Bug'","TPS', 'TPS', 'TPS', 'TPS', 'MhTPS', 'MhTPS', 'MhTPS', 'TPS', 'MhTPS', 'TPSs)', 'TPS', 'TPS', 'GPPS/TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'GPPS/TPS,', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPS', 'MhTPS', 'TPS', 'MhTPS', 'MhTPS', 'MhTPS-catalyzed', 'MhTPS.', 'MhTPS', 'MhTPS', 'MhTPS', 'MhTPS', 'MhTPS', 'MhTPS', 'MhTPS', 'MhTPS1', 'sesqui-TPS', 'TPS', 'GPPS/TPS', 'TPSs', 'MhTPS1,', 'TPS', 'TPS', 'MhTPS.', 'MhTPS', 'MhTPS', 'MhTPS', 'TPS', 'MhTPS', 'MhTPS', 'MhTPS1', 'MhTPS', 'MhTPS', 'MhTPS-derived', 'MhTPS', 'MhTPS'","MhTPS.', 'MhTPS.'"
339,PMC6020683,"Biosynthesis', 'Root', 'Maize', 'Sesquiterpenoid', 'Terpene synthase'",,
340,PMC5471912,"Compounds', 'Transcriptome', 'Terpene synthase', 'metabolome', 'Biosynthetic Pathways', 'Volatile Esters', 'Magnolia Champaca', '(R)-linalool', 'Floral Volatile Organic'","McTPS1,', 'McTPS1', 'sesqui-TPS,', 'McTPS1', 'McTPS1', 'McTPS1', 'McTPS1.', 'McTPS1', 'TPS', 'TPS', 'TPS', 'TPS', 'McTPS1)', 'McTPS1', 'McTPS1', 'TPS-b', 'mono-TPSs', 'TPSs,', 'McTPS1', 'TPS-b', 'McTPS1-YFP', 'McTPS1', 'mono-TPS.', 'McTPS1', 'McTPS1', 'McTPS1'",mono-TPS.'
341,PMC6524965,"Biochemistry', 'Gene cluster', 'Volatiles', 'Natural products', 'Dictyostelium', 'Chemical Biology', 'Cytochromes P450', 'Trisnorsesquiterpene'","DdTPS8', 'DdTPS8', 'DdTPS8,', 'DdTPS8,', 'DdTPS8,', 'DdTPS8,', 'DdTPS8,', 'DdTPS8', 'TPS-CYP', 'DdTPS8-CYP521A1', 'TPS', 'TPS-CYP', 'DdTPS2', 'DpTPS11,', 'DdTPS3', 'DdTPS3', 'DdTPS3', 'DdTPS3.', 'TPS', 'TPS-CYP', 'TPS', 'TPS-CYP', 'DpTPS5', 'DdTPS12', 'DdTPS5', 'DdTPS4.', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'TPS', 'TPS', 'DdTPS8', 'DdTPS8', 'DdTPS8.', 'DdTPS8', 'DdTPS8,', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8', 'DdTPS8'",
342,PMC7015852,NaN,,
343,PMC5087002,"Terpene synthase', 'Gene evolution', 'Specialized Metabolism', 'Nonseed Plant'",,
344,PMC6437863,"Salicylic acid', 'Sesquiterpene', 'Methyl jasmonate', 'Abiotic stress', 'Santalum album', 'Terpene synthase'","SaTPSs', 'SaTPS1', 'SaTPS1', 'mono-TPSs', 'sesqui-TPSs', 'SaTPSs.', 'sesqui-TPSs', 'SaTPS1', 'mono-TPS.', 'SaTPS2', 'SaTPS3', 'sesqui-TPSs', 'TPSs', 'TPSs', 'TPS-b', 'SasesquiTPS', 'sesquiTPSs', '(SspicsesquiTPS)', '(SaustsesquiTPS)', 'TPS', 'SaTPS1', 'SaTPS2', 'SaTPS3', 'TPSs', 'SaMonoTPS,', 'SaTPS2', 'SaTPS3', 'SaTPS', 'TPSs,', 'SaTPS1', 'SaTPS', 'SaTPS1', 'SaTPS3', 'SaTPS3', 'SaTPS3', 'SaTPS3', 'SaTPS3', 'SaTPSs', 'SaTPS1', 'SaTPS1', 'mono-TPS', 'SaTPS1', 'SaTPS2', 'SaTPS2', 'SaTPS2', 'sesqui-TPS', 'SaTPS1', 'SaTPS2', 'SaTPS3', 'SaTPS2', 'SaTPS3', 'sesqui-TPS', 'SaTPSs', 'SaTPS1', 'SaTPS-YFP', 'TPSs', 'SaTPS1-YFP,', 'SaTPS2-YFP', 'SaTPS3-YFP', 'SaTPS1', 'SaTPS2', 'SaTPS3', 'SaTPS1', 'SaTPS', 'SaTPS1', 'SaTPS1', 'SaTPS2', 'SaTPS1', 'SaTPS2', 'SaTPS1', 'SaTPS2', 'SaTPS3', 'SaTPS3', 'SaTPS3', 'SaTPS', 'SaTPS1', 'SaTPS1', 'SaTPS2', 'SaTPS3', 'SaTPSs', 'SaTPS3', 'SaTPS1', 'TPS2', 'SaTPS1', 'SaTPS2', 'SaTPS3', 'SaTPS1', 'SaTPS2', 'SaTPS1,', 'SaTPS2', 'SaTPS3', 'SaTPS1', 'SaTPS1', 'SaTPS2', 'SaTPS1,', 'SaTPS3'",mono-TPS.'
345,PMC6836718,"Wheat', 'Fungus', 'Pathogen', 'Head blight', 'secondary metabolism'","TPS', 'TPS'",
346,PMC4709516,NaN,"TPS)', 'TPS', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-e/f,', 'TPS-c,', 'TPS-g', 'TPS,', 'TPS-a', 'TPS-a', 'TPS-a'",
347,PMC7332032,NaN,,
348,PMC3818864,NaN,,
349,PMC3650682,"Selaginella', 'Parallel Evolution', 'Convergent Evolution', 'Specialized Metabolism', 'Chemodiversity'",,
350,PMC4407237,NaN,,
351,PMC4803801,"Tropical forest', 'Secondary metabolites', 'herbivory', 'French Guiana', 'Chemical Defense'",,
352,PMC5684173,"Daucus carota', 'Sesquiterpenes', 'GC-MS', 'Monoterpenes', 'Genome-wide Association Study (Gwas)', 'Genotyping-by-sequencing (Gbs)', 'Homology-based Gene Prediction', 'Terpene Synthase (Tps) Gene'","TPS', 'TPS', 'TPS', 'TPS-a', 'DcTPS11,', 'DcTPS38),', 'TPS-b', 'DcTPS05,', 'DcTPS12)', 'TPS-g', 'DcTPS60).', 'DcTPS', 'TPS', 'DcTPS04,', 'DcTPS05,', 'DcTPS11', 'DcTPS04', 'DcTPS11', 'DcTPS03', 'DcTPS38', 'DcTPS03', 'TPS', 'DcTPS27,', 'DcTPS38).', 'DcTPS54', 'DcTPS55', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'DcTPS04,', 'DcTPS26,', 'DcTPS27,', 'DcTPS54,', 'DcTPS55)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'DcTPS1', 'DcTPS01),', 'DcTPS2', 'DcTPS02)', 'DcTPS03,', 'DcTPS05,', 'DcTPS06,', 'DcTPS07', 'TPS', 'DcTPS', 'TPS', 'TPS', 'TPS-a', 'TPS-b', 'TPS-g', 'TPS-c,', 'TPS-e,', 'TPS', 'DcTPS29)', 'TPS-f.', 'TPS-d', 'TPS-h,', 'DcTPS', 'TPS', 'TPSs', 'TPS-c,', 'TPS-e', 'TPS-f,', 'TPS', 'TPS', 'TPS', 'DcTPS01,', 'DcTPS02,', 'DcTPS29).', 'TPS', 'TPS', 'TPS-a,', 'TPS-g', 'TPS-c', 'DcTPS25,', 'DcTPS57,', 'DcTPS59)', 'TPS-e', 'DcTPS28,', 'DcTPS56)', 'TPS-f', 'DcTPS29', 'DcTPS16', 'TPSs', 'TPS-b2', 'TPS-b2', 'DcTPS16', 'TPSs', 'TPS-b', 'TPS', 'DcTPS28', 'DcTPS03,', 'DcTPS21,', 'DcTPS37', 'DcTPS11', 'TPS', 'DcTPS51', 'DcTPS64)', 'TPS', 'DcTPS16)', 'TPS', 'TPS', 'DcTPS01).', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'DcTPS36,', 'DcTPS35,', 'DcTPS63,', 'DcTPS64,', 'DcTPS07,', 'DcTPS34)', '(TPS-a', 'DcTPS26,', 'DcTPS04,', 'DcTPS54,', 'DcTPS55,', 'DcTPS27)', 'mono-TPS', 'DcTPS51,', 'DcTPS05,', 'DcTPS12,', 'DcTPS18)', 'TPS-b', 'TPS', 'TPS', 'TPS-a,', 'TPS-b', 'TPS-g)', '(TPS-a)', 'TPS-b', 'TPS', 'TPS-a,', 'TPS-b', 'TPS-g', 'TPS-c,', 'TPS-e', 'TPS-f', 'TPS', 'TPSs,', 'TPS-a', 'TPS-b', 'TPSs', 'TPS-g', 'TPS-c', 'TPS', 'DcTPS64).'",
353,PMC7923825,"Linalool', 'Mevalonate Pathway', 'Biphasic Fermentation', 'Solubility Tag', 'Pantoea Ananatis'","TPS', 'TPSs', 'TPS'",
354,PMC3095273,NaN,"TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS'",
355,PMC7013532,"Gene silencing', 'Camellia sinensis', 'Terpene synthase', 'metabolic profiling', 'Farnesene', 'Î’-ocimene', 'Gene-to-terpene Network'","TPS', 'TPSs,', 'TPSs', 'TPSs', '(TPS1â€“TPS5),', 'TPS1', 'TPS', 'TPSs', 'TPS2,', 'TPS3', 'TPS5', 'TPS2,', 'TPS3', 'TPS5', 'TPS2', 'TPS5', 'TPSs', 'TPS2', 'TPS5', 'TPS', 'TPS', 'TPS2', 'TPS2', 'TPS5', 'TPS2', 'TPS5', 'TPS-a', 'TPS-c', 'TPS2', 'TPS-a', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS2', 'TPS'",
356,PMC7062797,"Climate change', 'Abiotic stress', 'Ultraviolet radiation', 'Phenolics', 'Hy5', 'Uvr8 Photoreceptor', 'Flavonoid Accumulation', 'Terpenoids Metabolism'","TPS13-1,', 'TPS13-2,', 'TPS', 'TPS', 'TPS', 'TPS'",
357,PMC7848005,NaN,"(TPS)', 'TPS', 'AtrTPS', 'TPS', 'TPS', 'AtrTPS', 'TPS', 'TPS', 'AtrTPS', 'TPS'",
358,PMC8232007,"Sesquiterpene', 'Phylogenetic analysis', 'Functional Evolution', 'Spermatophyte Sesquiterpene Synthetase'","TPS-d', 'TPS-d', 'TPSs', 'TPS-d', 'TcTPSs', 'TcTPS1', 'TcTPS2', 'TPS-d', 'TcTPS5-8', 'TcTPSs', 'TcTPS1', 'TcTPS2', 'TcTPSs', 'TcTPS1-4', 'TPS-d', 'TPS-a', 'TPS-f', 'TPS-f', 'TPSs,', 'TPS-f', 'TPS-f', 'LnTPS3', 'LoTPS2', 'TPS-f,', 'TPS', 'TPSs.', 'TPS-e/f', 'ZmTPS1', 'TPS-f', 'ZmTPS1', 'TPS-f', 'TPS', 'TPS-a', 'TPS-a', 'TPS-a', 'TPS-a', 'TPS-a', 'TPS-a', 'TPS-b/g', 'TPS-b', 'TPS-g', 'TPS-b', 'TPS-b', 'TPS-b', 'TPS-d', 'TPS-b', 'TPS-g', 'TPS-a', 'TPS', 'TPS-g', 'TPSs', 'TPS-g', 'TPS-g', 'TPS-f', 'TPS', 'TPS', 'TPS-g', 'TPSs', 'PlTPS2,', 'PlTPS3,', 'PlTPS4', 'TPS-g', 'PlTPS3', 'PlTPS2', 'PlTPS4', 'TPS-g', 'TPS-a', 'TPS-d', 'TPS-f', 'TPS-g', 'TPS-b', 'TPSs', '(TPS-f)', 'TPS-c,', 'TPS-d', 'TPS-g', 'TPS-b'",
359,PMC6656997,"Ecology', 'Agriculture', 'Trichoderma', 'Microbiology', 'Antagonistic', 'Biocontrol agent', 'ultraviolet'",,
360,PMC6733471,NaN,"TgTPS1,', 'TgTPS1,', 'TgTPS1', 'TgTPS1,', 'TgTPS1'",
361,PMC8131054,"Database', 'Proteomics', 'Cannabis', 'Metabolomics', 'Transcriptomics', 'Functional Genomic'",,
362,PMC5700130,NaN,"TPS', 'TPSs', 'TPS', '(TPS', 'TPS', 'TPS', 'TPS', 'TPS6)', 'SoTPS6,', 'TPS', 'TPS6', 'SoTPS6', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'SoTPS6;', 'SoTPS6', 'TPS'",
363,PMC8166950,NaN,"(TPS)', 'TPS', 'TPS', 'TPS-a', 'TPS-b'",
364,PMC7459318,"Gene Expression', 'secondary metabolism'","VvTPS07,'",
365,PMC3423072,NaN,"MrTPS', 'TPS', 'TPS', 'MrTPS1', 'MrTPS3', 'MrTPS4', 'MrTPS5', 'MrTPS2', 'MrTPS2', 'MrTPS2', 'TPS', 'TPS', 'TPS', 'MrTPS1MrTPS2MrTPS3MrTPS4,', 'MrTPS5,', 'MrTPS1,', 'MrTPS2,', 'MrTPS3,', 'MrTPS4', 'MrTPS5', 'MrTPS4,', 'TPS', 'MrTPS1,', 'MrTPS2,', 'MrTPS3,', 'MrTPS4', 'MrTPS5', 'MrTPS1,', 'MrTPS2,', 'MrTPS3', 'MrTPS5', 'TPS', 'MrTPS4', 'TPS', 'TPS', 'MrTPS3', 'MrTPS1,', 'MrTPS2', 'MrTPS5', 'MrTPS4', 'MrTPS1,', 'MrTPS2,', 'MrTPS3', 'MrTPS5', 'MrTPS1', 'MrTPS2', 'MrTPS1', 'MrTPS3', 'MrTPS3', 'MrTPS3', 'MrTPS5', 'TPS,', 'MrTPS4', 'MrTPS4', 'MrTPS1', 'MrTPS2,', 'MrTPS3', 'MrTPS5', 'MrTPS1', 'MrTPS2', 'MrTPS5'",
366,PMC7037362,"Differentially expressed genes', 'Extractives', 'Transition zone', 'Ray Parenchyma Cell', 'Heartwood Formation', 'Taiwania Cryptomerioides Hayata'","(TPS)-encoding', 'TPSs,', 'TPSs', 'TPSs)', 'TPS', 'TPS'",
367,PMC5442961,NaN,,
368,PMC8165315,"Lignin', 'Maize', 'Defense responses', 'Terpenoid', 'phenylpropanoid', 'Metabolomics', 'Transcriptomics', 'Disease Lesion Mimics'",,
369,PMC6719971,"Rice', 'Allelopathy', 'barnyardgrass', 'Biosynthetic gene cluster', 'Wgcna'",(TPS)',
370,PMC6900556,"Biosynthesis', 'Mycophenolic acid', 'Prenylation', 'Câ€’c Bond Cleavage', 'Globin Enzyme'",,
371,PMC3942395,NaN,,
372,PMC7011435,"Genome', 'Adaptation', 'Peptidases', 'Iron Uptake', 'Cazymes', 'Early Divergent Fungi'",TPS',
373,PMC7238224,"Water stress', 'Heat stress', 'Isoprene', 'Ocimene'",,
374,PMC7244331,"Evolution', 'Class Ii Diterpene Cyclases', 'Ent-copalyl Diphosphate Synthases'",,
375,PMC4126464,"Glycogen', 'Cyanobacteria', 'Terpenoids', 'Limonene', 'Metabolic Sink', 'Bisabolene', 'Glgc'","TPS', 'TPS'",
376,PMC3207920,NaN,"TPS', 'ovTPS', 'ovTPS/', 'ovTPS', 'TPS', 'ovTPS', 'ovTPS/WT'",
377,PMC3237789,NaN,,
378,PMC7286024,"ABA', 'Anthocyanin', 'NAA', 'Volatile compound', 'Grape berry'",(TPS)',
379,PMC6953237,"Gibberellin', 'Rice', 'Grain size', 'MicroRNA', 'plant architecture', 'Gene Editing'","TPS)', 'TPSs', 'TPSs', 'TPSs', 'TPS'",
380,PMC3346237,,,
381,PMC8399467,"Fungi', 'Secondary metabolites', 'Antimicrobial Assays', 'Molecular Screening', 'Oceanic Crust'","(TPS)', 'TPS', 'TPS', 'TPS),'",
382,PMC7815096,NaN,"TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPSs,', 'GGPPS/TPS', 'TPSs', 'TPSs', 'TPSs.', 'TPSs', 'TPS)', 'TPS', 'TPSs,', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPSs.'",
383,PMC7305226,NaN,"TPS', 'TPS', 'DcTPS01', 'DcTPS01', 'DcTPS03.', 'TPS', 'DcTPS26', 'DcTPS26', 'DcTPS03,', 'DcTPS04,', 'DcTPS54)', 'TPS', 'DcTPS10,', 'DcTPS16,', 'DcTPS33,', 'DcTPS42).', 'TPS', 'TPS', 'TPS', 'DcTPS03,', 'DcTPS10,', 'DcTPS11,', 'DcTPS14,', 'DcTPS15,', 'DcTPS25,', 'DcTPS26,', 'DcTPS28', 'DcTPS30),', 'DcTPS04,', 'DcTPS07,', 'DcTPS19,', 'DcTPS23,', 'DcTPS42,', 'DcTPS48,', 'DcTPS53)', 'TPS', 'DcTPS27,', 'DcTPS54', 'DcTPS55)', 'TPS', 'TPS', 'TPS', 'DcTPS28', 'TPS-e/f', 'TPS-e/f', 'DcTPS28,', 'DcTPS29', 'DcTPS56),', 'DcTPS28', 'DcTPS28', 'DcTPS28', 'DcTPS25', 'DcTPS28', 'DcTPS25', 'TPS-c', 'TPS-c', 'TPS', 'TPS-c', 'DcTPS25', 'DcTPS57', 'DcTPS59', 'DcTPS25', 'TPS-a', 'DcTPS01,', 'TPS-a', 'DcTPS07,', 'DcTPS11,', 'DcTPS15,', 'DcTPS42,', 'DcTPS53', 'DcTPS11', 'DcTPS11', 'DcTPS07,', 'DcTPS11', 'DcTPS07', 'TPS-a', 'DcTPS53,', 'DcTPS15', 'DcTPS42', 'TPS-a', 'DcTPS0117),', 'DcTPS13', 'DcTPS38).', 'TPS-a', 'DcTPS11', 'DcTPS11', 'DcTPS53', 'DcTPS42', 'TPS-a', 'TPS-a', 'DcTPS19', 'DcTPS23', 'TPS-g', 'TPS-g', 'DcTPS19', 'mono-TPS', 'DcTPS19', 'DcTPS19', 'TPS-g', 'DcTPS23,', 'DcTPS23', 'TPS-g', 'DcTPS45,', 'DcTPS46,', 'DcTPS60)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPS-a', 'DcTPS01,', 'DcTPS07,', 'DcTPS11,', 'DcTPS13,', 'DcTPS15,', 'DcTPS38,', 'DcTPS42', 'DcTPS53)', 'DcTPS01', 'TPS-a', 'sesqui-TPSs', 'TPS-b', 'DcTPS02', 'DcTPS03', 'DcTPS04,', 'DcTPS09', 'DcTPS10,', 'DcTPS27', 'DcTPS30,', 'DcTPS33,', 'DcTPS48', 'DcTPS52', 'DcTPS54', 'DcTPS55)', 'TPSs', 'DcTPS19,', 'DcTPS23,', 'DcTPS45,', 'DcTPS46', 'DcTPS60),', 'DcTPS19', 'mono-TPS', 'TPS-c', 'DcTPS25', 'DcTPS57,', 'DcTPS59)', 'TPS-e/f', 'DcTPS28', 'DcTPS29,', 'DcTPS56)', 'di-TPSs', 'mono-/sesqui-TPSs.', 'TPS-b', 'TPS-b', 'DcTPS04,', 'DcTPS26,', 'DcTPS27,', 'DcTPS54', 'DcTPS55)', 'TPS', 'DcTPS04', 'DcTPS26', 'DcTPS04', 'DcTPS04', 'DcTPS26', 'DcTPS54', 'DcTPS55', 'DcTPS27;', 'DcTPS04,', 'DcTPS54', 'DcTPS55', 'DcTPS04', 'TPS-b', 'DcTPS02', 'TPS', 'DcTPS03,', 'DcTPS04,', 'DcTPS10,', 'DcTPS14,', 'DcTPS26,', 'DcTPS27,', 'DcTPS30,', 'DcTPS48,', 'DcTPS54', 'DcTPS55),', 'DcTPS14', 'DcTPS26', 'TPS-b', 'DcTPS03', 'DcTPS48', 'DcTPS04', 'DcTPS26', 'DcTPS04)', 'DcTPS26)', 'DcTPS26', 'DcTPS03,', 'mono-TPS', 'DcTPS03', 'DcTPS03', 'DcTPS30', 'DcTPS30', 'DcTPS48', 'DcTPS48', 'DcTPS10', 'DcTPS14,', 'TPS-b', 'DcTPS02)', 'DcTPS05,', 'DcTPS09,', 'DcTPS12,', 'DcTPS16,', 'DcTPS17,', 'DcTPS21,', 'DcTPS32,', 'DcTPS33,', 'DcTPS47,', 'DcTPS52,', 'DcTPS62).'",
